text,user_id,subforum_id,num_contexts,label
I especially like the news stories told un-PC .,577166,1345,0,0
HUNGARY IN WW2 : FOR THE JUSTICE !!!,572185,1397,1,0
Hi.,579330,1371,0,0
You are NOT a worthless white .,734886,1348,0,0
It gets back to the question of how we present ourselves in some acceptable fashion while at the same time not changing who we are .,573912,1375,0,0
"I adore the cold , as long as I can fly down South to walk on the beach when it 's warm .",589621,1381,0,0
It's their birth rate that people always forget .,580495,1383,0,0
Look at the preservative crap they are eating too .,572067,1346,2,0
Voice of sanity speaking at last on SF !,589256,1393,0,0
A simple lack of judgement caused this .,575793,1359,0,0
The school systems are broken .,579308,1347,0,0
Lady Gaga .,572930,1396,0,0
I have to agree .,574247,1388,0,0
"White kids dressing and acting black and all that * * * * , when I was in school we would beat the * * * * out of those kids .",594169,1388,0,0
P.S. So your are in U.K ?,575766,1345,0,0
Thanks - Fenian,598671,1363,0,0
I am looking for WN specific Home School material ?,572074,1362,0,0
Police investigating hate crime at Toronto home | CTV Toronto News,576515,1388,0,0
What color hair looks best ? the one in the middle is the natural color ... but i like to color it because in the summer it turns a weird color that isnt very pretty ...,573976,1381,0,0
88 sister no buddy reply to your post ?,599878,1381,0,0
"Whats the difference between St. Patrcks Day , and Martin Luther King Day ? ........................... On St. Patricks day every body wishes they are Irish .",573428,1391,1,0
They seem to be a fake window trying to get you to go to a hook up site .,576365,1346,0,0
We will just have to wait and see .,575159,1347,0,0
"That's a good point , awake777 .",573776,1375,0,0
"If 100 stupid people were all alone in some forest but they had honor and were willing to work together , they can create a civilization or form some type of hierarchy .",572043,1371,0,0
Suspect also linked to 2009 murder rape case ..,574041,1371,0,0
YouTube - Mike Castle on PeeBo 's Birthcertificate .,572414,1397,0,0
There was no question at any time that they may have some mud in the blood .,572868,1371,0,0
Have you looked at a fashion magazine lately ??,577560,1354,0,0
NeoFolk ?,599704,1381,0,0
The reason they are killing themselves is because our weak liberal goverment are too afraid to make them do any sort of training ..,591107,1391,0,0
I have read that more French died from Allied bombing than the casualties they sustained fighting against the Germans in 1940 .,577073,1354,0,0
"Obama has membership in Prince Hall ( for blacks ) lodge and will become the next president , according to this guy : [ youtube = http://www.youtube.com/watch ? v = _ nLfRsReGII ] Zagami [ /youtube ]",572139,1345,0,0
"And every human is `` together '' with all people , of their country .",589791,1393,0,0
Note to self : lose the wombat .,598114,1381,0,0
Are you talking about acting civilized or actual racial mixing ?,572196,1387,0,0
We ca n't afford to lose you .,572648,1359,0,0
Don't know if this one 's been posted .,573278,1347,0,0
And so friendly too .,588145,1387,0,0
David ( SS ),573885,1363,0,0
It is Athens in Greece with population 4.000.000 people.The non whites ( Blacks/Asians ) are 5000 at the most.Maybe you see a black person once in a couple of months ( or in television ) .,586474,1363,0,0
I just click on the open forums for the entertainment .,574247,1371,0,0
"I hope you enjoy the celebrations as much as I did , remember people - Multiculturalism works Racism does n't Pakistani celebrating 20/20 jeet Tooting - YouTube",595869,1387,0,0
Maybe he was that suicide bomber in Iraq who blew himself into a million pieces yesterday with 100 pounds of dynamite .,572043,1371,0,0
"The sheer disrespect of just standing there and making her clean up their mess , and laughing about it .",572067,1346,5,0
I 'm looking to make new friends in the west / middle tn area .,573803,1381,0,0
"What I find to be a joke is that someone would take it seriously and post absolute nonsense and crap about this site , without checking it out first .",572043,1381,0,0
YouTube,578140,1346,0,0
I suppose that 's why all I get out of you is `` loose ends '' ?,572134,1371,0,0
POV - The Fire Next Time | PBS,576945,1380,0,0
I have green eyes which come from my Celtic ancestry .,572066,1348,0,0
I hope then there are no hard feelings ???,573857,1391,0,0
Or make something in the internet against thi injustice some times is hit a global repercussion and can help this .,572891,1396,0,0
There was nothing sectarian about my comments .,572324,1383,1,0
LMWAO!You were letting them fish in your pockets ?,749801,1363,0,0
"Just wanted to give this another bump and call out to anymore people in the Calgary area that are interested in meeting up , please feel free to message me .",574600,1388,0,0
Quick!,572043,1371,0,0
No amount of educational funds will drag the population out of it 's sludge .,606959,1362,0,0
See.....,576211,1396,0,0
Yep That Is a great Movie But My favorite Is Утомленные солнцем I was actualy wacing it yesturday A verry verry Powerful Film 2508,585713,1395,0,0
"I've replied to a few posts by guys in the past and got no reply back , so some of us ladies ARE actually trying",577101,1381,0,0
Dusty Rhodes ?!,574818,1381,0,0
"All with an ulterior motive , of course ....",594112,1387,0,0
I hope people can pass out candy while watching that game .,578188,1348,0,0
I stopped watching the CBC when they started airing that show `` Little Mosque on the Prairie '' .,579492,1388,0,0
"Take one of the scandinavian flags , and change the color from blue and yellow ( Sweden as an example ) and turn it to green and yellow. lol , it might be decent",573790,1391,1,0
Nonwhite immigration regardless of if it 's legal or not still results in the destruction of white countries and communities .,572043,1371,1,0
The government and elites will not do anything about it .,580712,1359,0,0
Kids can log-in with their parent ( s ) every day and follow online courses ...,738664,1362,0,0
How about telling them that you would gladly give the United States back to the Native Americans as long as White people got all of Europe back ?,593432,1363,0,0
I seen a young Latvian girl at Prague airport with a very dark arab and their little girl about 2 was very dark .,585390,1393,0,0
There is not enough interest on either side for a re-unification to be attempted .,574824,1383,0,0
You can still bring that to the attention of local media and civil society groups .,572062,1346,2,0
"You will find many true White Nationalists indeed have tattoos so your statement they are stupid and retarded is all your own , you wont make many friend here with that attitude .",572339,1348,0,0
- YouTube Angry large black woman goes ham on angry young black men - YouTube white man cokes black man and than throws black man off and beat him up .,572158,1347,0,0
jews have white skin does that make them white ?,575536,1395,0,0
"It 's funny , she even taught their dogs to hate blacks .",577415,1363,0,0
I dont like reporting people but the last thing I will do is tolerate some stupid pig who claims Hungarians are Tatars .,575159,1347,0,0
Download Free PDF and Kindle versions or order paperback hardcopies .,572082,1354,0,0
"These cops are nothing compared to ours , hell half the time I think they enjoy tackling the perps",573349,1359,0,0
CF,573658,1375,0,0
But I just saw this .,573723,1375,0,0
God Bless,576653,1391,0,0
I 've taught her to question everything that they teach her .,572600,1362,0,0
This is pretty much perversion indoctrination to kindergardeners .,572161,1362,0,0
"hello all , i have just found this site by accident and after reading lots of the posts i felt i had to join , my husband and i will be proud to be voting BNP as usual in the nxt election",596500,1387,0,0
Your idea sounds like the perfect plan for creating WN crack houses and a bunch of lay around druggies and drunks .,577081,1380,0,0
Sorry the worse working class slum is as Irish as the rest of Ireland.I love Ireland and my people all Irish are my people .,579630,1380,0,0
Oh and Pankration was a martial sport not a martial art,576318,1359,0,0
Does anyone want to meet somewhere within the next few weeks ?,585681,1381,0,0
Happy Thanksgiving everyone .,734712,1348,0,0
"Did you know that chef Jamie Oliver , the Essex boy is part black ?",585687,1387,0,0
"My advice is keep with it it 's better to know it and never have to use it , then to need to use it and not know it !",576318,1359,0,0
I just asked on another related board if anyone had seen the at home alarm system commercial where the White guy breaks into a house and a Negro takes the alarm call and calls the cops ?,578103,1346,0,0
"Apparently he came to the conclusion that his French was too poor to win over Quebec , and thus he felt destined to lose .",572948,1388,0,0
I think we need to stand our ground and send our enemies away .,579227,1380,0,0
I played D2 for years as a way to pass the time but I got bored waiting on v1.10 to be released and stopped playing .,593144,1363,0,0
"Camden New Jersey demographics : Hispanic - 36,379 ( 47.0 % ) Black alone - 34,277 ( 44.3 % ) White alone - 3,792 ( 4.9 % ) Asian alone - 1,599 ( 2.1 % ) Two or more races - 938 ( 1.2 % ) American Indian alone - 235 ( 0.3 % ) Other race alone - 109 ( 0.1 % ) Native Hawaiian and Other Pacific Islander alone - 15 ( 0.02 % )",574041,1371,0,0
"The band black flag was also pro white , there is a very famous song called `` White Minority '' .",586929,1363,0,0
I m not the only one,575534,1346,0,0
That 's it ?,595652,1388,0,0
"Yes true It reminds me of this incident Muslim Extremists Abuse Royal Anglian Troops After Afghanistan Return , Barking - London 2010 - YouTube",578635,1387,0,0
May the gods and goddesses watch over you both !,599136,1381,0,0
If thinking was easy everyone would be doing it .,575384,1383,0,0
No is not bad and you should never lower your self to their level of self denial and blindness .,572260,1387,5,0
You will know it is a nightmare on day you wake up and you have a black muslim running your country .,596278,1387,0,1
I saw a white and a black couple the other day and nearly went ballistic and got enraged .,573490,1345,0,1
i have been talking about it for years. the filthy muslims putting their sight on africa. in some ways they are worst then blacks .,574957,1396,0,1
Why on earth are the swedish parents letting their Kids grow up in an ethnic school !,581214,1393,0,1
I'm heading down to DC to put a sign on the White House gates that will read : ' No savage negro BEASTS in the White House ! ',579031,1345,0,1
"Take it slow then gradual , hell make them watch MTV for a few hours it 's the same thing as animal planet. and just gradually introduce them to your views .",586973,1363,0,1
"WTF Well done liberals you have ethnically cleansed a 20,000 + yr old race of beautiful and unique white people from their own country This is a sick and vile crime I 'm crying when i look at those pictures i do n't care if you laugh and say it 's gay to cry because my people will no longer exist in 100yrs 20.000 yrs destroyed in 100 My beautiful race dying ! i do n't know what to do",572285,1387,0,1
ye i heard that one to. or ' we all came from Africa any way so why dose it matter ' ........ my answer ? ' we evolved to be better',595825,1387,4,1
I would n't be surprised if the government took more taxes off our pay checks so that Trudeau could feed and house more rapeugees that are flooding our country .,578702,1388,0,1
This might take the cake of the biggest load of bullsh ! t the Jews have tried to pass by the goyim .,575980,1354,1,1
I'm young and viciously angry I 'm not going to lie or apologize for my actions i treat non whites like utter crap and i always have and always will they are n't human in my eyes Anyone who tries to wipe out my race and culture will be met by hostility by me any race who rape and abuse their and my women will be met by hostility and contempt by me WPWW,572285,1371,0,1
I 'd put him somewhere between the typical African and an ape .,575645,1345,0,1
Then we can all live in a global utopia with the Jew running the show - cant wait Nothing short of a brain transplant is going to raise a Negroes IQ .,572460,1371,0,1
The ugly black will always be .... black !,576192,1346,0,1
It 's just the way they are .,573224,1362,0,1
I so hope that coon got life in jail or the death penaltyYou did and are doing the best you can nobody can ask for more .,573498,1381,2,1
"Check out this youtube channel i found , i agree with most of what he says Diversity DESTROYS Social Cohesion in the West - YouTube",734569,1348,0,1
I do n't know ... if afrocant 's do n't slather their skin several times a day with cocoa butter lotion it takes on a definite crocodilian appearance .,575683,1371,0,1
Crippin nigga .,582378,1347,6,1
They're cowards and simpletons who are utterly incapable of generating a reasoned argument free of sententiously repeated stock phrases and scare-words like `` racist . '',573247,1371,5,1
I reported some time ago that negroes will even strip the bricks off your home while you are away at work .,577734,1345,0,1
ZOG is getting rid of every White-dominated area in the world .,576241,1345,0,1
Why should we try to civilize that which cannot be domesticated or civil ?,574041,1345,1,1
Sooner or later the black one will say `` mother * * * * er '' or `` madick '' .,594105,1387,0,1
Swim back to Liberia--with a jew under each arm !,572134,1371,4,1
Maybe they will be resettled deliberately as refugees or maybe they will come for the women like the chinese men are doing .,572196,1346,0,1
Interesting article about what to do with these evil persons who keep telling the truth and who don ´ t want to surrender ( in Danish ),586668,1393,1,1
Well they have got to be more aware then the idiots we have over here absorbing all the bs with there little sponge brains .,577335,1395,1,1
"Watch the video , its only 10 minutes , you will see that eventually the bi-racial minority is butchered .",572231,1371,0,1
"I can honestly say that I have minority friends , and would n't hesitate to deal with the harsh reality that they must be deported .",573582,1391,0,1
Can someone help me find an ol ' comrade of mine who 's now rotting in a California Prison for his next two lives for allegedly victimizing anti-racist scum ?,591982,1380,0,1
I think this would just be a tighter grip the ZOG would have on us .,599694,1363,0,1
"They do it because they know it pisses the whites off , by showing disrespect as such for other people shows they have no respect for themselves .",581500,1391,1,1
Wasn't there something like a big bang in which a burrito exploded and all the beans flew everywhere and started reproducing exponentially ?,625728,1354,1,1
"You 're worried about affirmative action and liberals , that 's your spot .",581886,1362,0,1
"The whites and the asians evoluated , and the blacks are still behind .",626679,1363,0,1
Black ``women''on London transport ...,573278,1347,0,1
Disgusted that Birmingham has gone from the `` workshop of the world '' ( a city of a thousand trades ) to producing scumbags like this .,572976,1387,8,1
What a load of crap.Water are ye people for real Ireland is been taken over by non Irish and this rubbish .,579630,1391,0,1
There have been times when I have walked past some nigerian or skinny and they will cough with hand at their side without care for those around them .,578360,1387,0,1
"Yeah, seems Negroes are too stupid or too arrogant to use an existing thread , so we see a new `` we be eguptshuns an sheet '' every week or so .",576425,1371,2,1
"That negro 's place is in Africa , and the teacher did n't send him there .",576450,1359,0,1
The thing that concerns me is that he got a house off the council thats a house that a Irish family should have got .,591103,1391,6,1
Faggots are always pushing their homosexual agenda .,572324,1346,0,1
More negro savagery : YouTube - Detroit : 3 Black Males Murder pregnant white woman .,582330,1347,0,1
In many countries the Jew/white liberal will throw you in jail for longer than a murderer for denying their `` evidence '' !,572149,1359,0,1
OSLO TURNING INTO A MAJOR CRIMINAL MUSLIM MECCA,575534,1346,0,1
The next world cup will be the greatest murder and rape fest since Katrina .,587508,1375,0,1
There are things we can do to stop the rapes that occur when blacks and other non whites con white women and girls into getting in cars with them etc For a start teach our women to respect themselves .,575011,1375,0,1
As Hispanic and Negro populations increase test score averages will decrease .,572226,1362,0,1
"We have to kill off all of the Whites so we can go back to eating cow dung ! """,579203,1345,0,1
I say let him in and let him rant his mouth with all the Mudslums !,575845,1393,0,1
"These feral negroes stalk white women , rape and kill and , no one seems willing to stop them .",574041,1371,0,1
"Manic street preachers are also red scum and basically every band playing is left-wing/pro-faggot , and many of them are drug using lowlifes .",591126,1391,0,1
They receive housing and welfare at the taxpayer 's expense while breeding like cockroaches .,573366,1371,1,1
You cant expect those poor underprivilidged blacks to have to put up with this cold weather .,587508,1391,0,1
Yet my daughter still wants to go outside and play with that thing .,575946,1362,0,1
"Unfortunately, she will find it very difficult to make a living as a historian if he does n't bow down and do reverence to the Holahoax religion .",735348,1354,0,1
"They 're a waste of space and they 're filthy , tax payer robbing , mentally challenged , primitive , unintelligent cultural trash .",578687,1359,0,1
"If they want to fire all these leftist moonbats and replace them with genuine White conservatives , I 'm all for it .",573247,1371,0,1
put the kids in a ophanage and arrest the whore of a mother to a point of not having more biracial kids 8 kids have to suffer all their lives to due a whore,572037,1387,0,1
"See, South Africa is just a glimpe into OUR future , as the beasts of Memphis run it directly into the ground .",577311,1345,0,1
No Jew has ever found a way to force a big black females to parrot Marxist propaganda the way that little dumb liberal anti-whites will .,573148,1362,0,1
"Agreed, The Blacks and Hispanics should have their own school only for them and have worse education than the children whites like that might not compete with our children whites .",579167,1362,0,1
Why would you want to see this pollution spread further into our gene pool ?,574902,1387,1,1
"Hi Im tv free do n't have kids yet reading mending , sewing , menting board games radio study extra curricula actives Good on you for planning a FREE jewv existence",610231,1362,0,1
We have too many foreigners in our country and i fear for the future of all English people .,576882,1387,0,1
The have no concept of honour or of having respect for the feelings of others .,579858,1362,11,1
We are far closer to being neanderthals than apes .,575451,1387,0,1
Look what happens when Whites leave black Countries alone to do what they do naturally The blacks in White Countries today should be on their knees thanking Whites for trying to civilize them,574483,1354,0,1
"There is nothing I would love to see more than the arrest , trial and execution of these murderous and genocidal Zionists !",576070,1345,0,1
My wife had to spend time at the UP Hospital in Philadelphia - thank God I was licensed to carry in Pa. Downtown Philadelphia is becoming a cesspool .,575569,1346,0,1
He got what he deserved .,578431,1359,0,1
"Put the mudraces in their own countries , build a fence around them and wait a decade or two , and soon they 'll be back to the state we found them in , with their numbers decimated by their diseases and wars .",589849,1393,0,1
"Now now lets not discriminate between muslims and jews , I say get them all back to the middle east and turn the whole sand pit to radioactive glass .",587130,1375,0,1
"Indeed, I have n't seen or heard machines raping or robbing people in the streets of Stockholm yet , non-european immigrants however ...",586541,1393,0,1
I dont believe i or anyone living today brought you here or wanted you here .,572107,1371,0,1
I do like the outfit they dressed the simian in ; he looks so regal,574141,1346,0,1
Charlton Heston is rolling over in his grave knowing an ape has been elected to the white house .,587961,1375,0,1
I've heard that men with AIDS in Africa think having sex with a virgin will cure them .,572909,1371,0,1
You are white and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,589856,1363,2,1
"When she goes outside , the subhuman ape thing is usually out there .",575946,1362,0,1
"We need more of our kids on the honor role and in college , crowding out the non-W 's !",572096,1362,3,1
Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .,578431,1359,0,1
i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,591076,1391,0,1
"Exactly, they want us to lay down and die .",579280,1371,2,1
God forbid anyone should promote straight racially loyal hetrosexuality Diablo,577462,1363,0,1
"They 're so close that many believe we interbred , you ca n't interbreed with a chimp .",575451,1387,0,1
If you had your way their would be no whites to pay taxes so the blacks could collect welfare and as they have proved in Africa they are incapable of feeding themselves,584350,1380,0,1
Last Friday an associate here handed out 100 NV leaflets at a rodeo depicting a graphic summation of non-white ( mestizo ) immigration .,577234,1375,0,1
"If monkeys are on my property i call animal control and defend my family and property with whatever means possible , simply talking sense to a monkey and pointing at it will not stop it from misbehaving !",572339,1359,0,1
Powerful video that shows how primitive these beasts are .,574041,1345,1,1
There are London areas that could be described as nothing less than little islamic republics .,572512,1387,0,1
A mud is a mud is a mud that 's all there is to it .,586990,1393,0,1
"When I was last time in South Africa , we went to Sun City and saw little black monkey children swimming , funniest thing was watching drying water off their faces , it looks exactly like baboon or something , way they do it , whites have certain mannerisms with doing things , they have completely ape-like ones .",581367,1346,0,1
South Africa has returned to the Stone Age in 20 years .,575569,1346,0,1
She was probably the victim of a groid rage rape also .,572180,1345,0,1
"I think the only connection homosexuality has to Christianity , in this country , is the large proportion of paedophiles being representatives of Christian churches .",573410,1387,0,1
"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .",592767,1391,0,1
Seen some girl about 6 years old begging on grafton street once and we were coming out of a shop a few mins later when her father pulls up in a decent car. scum. the lot of them .,589338,1391,0,1
Great image of the Jew as a poisonous mushroom .,572087,1346,0,1
"I always thought it would be cool if somebody covertly set off a nuke in Kashmir , and then we all could sit back and watch as the Paki 's and Indians nuke the scheiss out of each other .",576070,1345,0,1
"Me thinks Genesis is a negro who thinks he 's from the line of Adam.A troll , confused , black and prowling Stormfront.So make the Revelation Genesis - what are you really up to ?",572059,1347,0,1
Arab militaries are incompetent .,572194,1359,0,1
I could n't imagine living in those conditions with drugs and filthy negros everywhere .,576026,1346,0,1
Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,573309,1380,1,1
"As far as im concerned as soon as the little half breed is born , it should be tied round her neck and both mother and mulattoe should be flung in the nearest river.Lets see if daddy jumps in to save them !",573840,1393,0,1
They go around school acting like being half White/half black or half White/half asian is something to be proud of .,749891,1363,0,1
The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,589629,1393,0,1
- White GeNOcide Project,576342,1362,3,1
"Too many libtards , I would n't waste my time there .",581367,1383,0,1
"As soon as i found out she was with child by a mulatto and she 's a wet back too , I suddenly found her to be repulsive and shall never watch anything she is in again .",572208,1345,0,1
So why are n't you complaining about the other mud races ?,572109,1391,0,1
I wish everyone would leave them to their own demise so we can be done with it .,577495,1345,1,1
"May they just need to turn these savages loose , justice will take care of itself .",573347,1345,15,1
Most if not all of the whites at my school are complete race traitors,581731,1388,0,1
"I like to listen to this preacher , but why do black prreachers always have to scream .",575922,1346,0,1
"These areas that you name are the preserve of the rich , you wont find a single white working class person living there.We might look down on blacks and pakis as scum and not want them living near us but the upper class feel exactly the same about us",591076,1387,0,1
Watching those videos makes me feel like im going to explode with hatred for those creatures .,587508,1391,7,1
I eventually came to the conclusion that jews behave more like a criminal syndicate than any respectable religion .,587946,1346,0,1
"They 're probably as high-maintenance as one of those crappy old East German Trabants , though .",579436,1395,2,1
Lay her off and cart her back to India where she can poop in the Ganges river next to her dead grand parents .,573598,1362,1,1
"Traditionally, there have always been a lot of them despite the fact that NE Asians are the extreme version of our breeding strategy .",572225,1371,0,1
I would just like to express how sick and tired I am of bi-racial half-breeds kids at school boasting about their `` unique heritages '' .,749891,1363,0,1
Are you asking the Africans in South Africa why they hate White people so much that they have murdered over 40 thousand of them since the end of White rule ?,575323,1371,0,1
"Its about time we as a nation take matters into our own hands , over throw the government stop the white genocide deport all immigrants and establish a government to help indigenous white Britons rebuild this country .",596118,1387,0,1
I guess I would be destined for the gas chambers .,572648,1354,3,1
"Still , a little bit of truth slipping out of an Israeli 's mouth Surprised this thread was moved as it 's all over the news here .",572694,1354,0,1
The majority of them are as stupid as real Negroes .,579196,1371,0,1
It 'll be a welcome change to see a fellow WN from seeing hundreds of lefty bastards going to see RATM .,592500,1391,0,1
Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .,577171,1391,7,1
"Raising 1 healthy , racially aware child is worth more than all the libtard and mud children in the world .",734886,1348,0,1
"Him , his wife , and his kids have absolutely no place in a white nation and it 's disgusting how they put an end to thousands of years of evolution for being so selfish .",582530,1371,2,1
"Maybe blacks are n't better , but their body is more shaped to hunt animals .",626679,1363,0,1
"That's vile , but I ca n't say it 's a big shock , their culture seems to glorify that sort of behaviour ...",581901,1383,1,1
"Damn affirmative action they got the white house , now our beer halls , their is only one safe place left ... God 's save Iceland .",734672,1348,0,1
So you use the jew run media brainwashing service to give credit to soo few black people ?,572073,1371,0,1
the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers !,595808,1387,0,1
The Jews say they are The Chosen Ones The Blacks say they are the original Hebrews Israelites Our worst enemies want to be us and we refuse to accept that we are HIS ! ... and so it goes ..,572059,1346,0,1
I wonder what it 's going to be like if the Big Chimpout of 2014 really happens .,575946,1348,0,1
You either stand with your people or they will stand over your dead body .,572073,1371,1,1
"Seriously Canada would have been better off if they left the pakis at home , im like you I do n't object to asians because they at least try to fit in .",579104,1388,0,1
"Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !",576755,1346,0,1
when I was a little kid I used to be in this school and somehow i spoke to this jew. this dude got a narcissistic laugh out of every blonde joke. his favorite was when the blond went to donate semen by using her mouth as container. sad but it 's blonds fault also to let this happen .,589801,1393,0,1
I wonder if this guy still thinks the Jews are a good thing after the Jews just tried to start a war between NATO and Russia ?,575652,1345,0,1
another coon giving out about Ireland and as if her opinion counts being second generation London jamican only means her mother was a filthy immigrant who waited till she got off the banana boat to give birth to her litter,584865,1391,0,1
So you would refuse even other Nordic whites fleeing the brown chaos in the south ?,586175,1393,1,1
The anti-whites have been using education for decades to brainwash Whites against their own race .,577549,1362,0,1
"Glad some people still opened their homes and let kids trick or treat , even with the usual DieVersity infesting the area .",575695,1348,0,1
Many of them are doing just as their masters desire .,572480,1359,0,1
High time they get back to mother Affika and fix that mess .,572134,1371,4,1
hope one day i will be able to see finland withouth those * * * * ing monkey ass soumalian ... im glad .. because finland has lowest immigrate in europe ..... kick those * * * * ing soumalians ass .....,590112,1393,0,1
I am White and I believe all White people know the difference between right and wrong no matter what they say about their political positions.We are facing genocide as a people and the infighting is just loved by non Whites .,572073,1371,0,1
"`Interesting' to see someone of the same radio outfit to praise this figure , while there was an amazing show dedicated to uncovering the facts regarding this anti-German filth .",576340,1354,1,1
The Jew represents the snake .,572224,1346,0,1
These guys are killing our culture while pretending to want to save it .,572380,1348,0,1
Niggas do n't wait in no lines .,577167,1388,0,1
Jewish Supremicism is at the end of its noose. : madex,572825,1375,0,1
The only way to deal with these animals is to give them a one way ticket to their filthy pig god .,575090,1395,4,1
They need to give them mandatory DNA tests and kick them all out of France .,575418,1388,2,1
How can the Jews be the same as God 's people when they are tring to kill them ?,573685,1363,0,1
May they be put away for good .,579371,1393,0,1
"I 'm moving to a bigger house pretty soon , and that map is perfect for doing a groidal analysis .",575828,1346,0,1
"They instead decide by convenience , low risk , and unenlightened self-interest .",573247,1371,5,1
The non white homelands have so much trash and crime in them that non whites mainly choose to stay away .,577459,1347,0,1
Israel arrests him i bet Lentin and co are very happy.All students looking in see what scum the Jews are.Details here www.normanfinkelstein.com,579630,1391,0,1
"Like the parasites they are they simply moved to a new host , to continue their destruction of Western White civilization and culture",572847,1354,2,1
A good old bit of nostalgia from the days when there was hardly a blade of grass or a coon on the pitch .,595877,1387,0,1
"Let black people to join the result of `` diversity '' , is a glass of milk , for example , put a drop of ink in , before you put sugar , spices , put ice in all can drink , milk was completely dark to put ink become useless junk .",614245,1371,0,1
I bet they 'll find a way to invent a new hoax .,597102,1354,0,1
White town saved by the magic negroes of Afreakkaland .,580348,1375,0,1
Hopefully they will get deportation orders and be on the next flight back to Cairo .,592575,1391,0,1
"When I hear the term `` American '' , I think of yahoos who are every color of the rainbow and who start wars in the Middle East for Israel 's benefit .",579436,1391,0,1
Though I have had problems at one or two that were groid infested elsewhere getting stale bread etc so will no go to any that have lotsof groids working in them .,573511,1375,0,1
"The UAF are just a bunch of middle class faggots , the EDL should steam into them every time they show up to counter a demonstration , they 'll soon run home to daddy .",575734,1387,0,1
"So do I. The small dogs like those maltese and things we call stoep kakkers , because all they are good for is leaving turds on your stoop .",577427,1381,0,1
"All of the security guards i see are white but maybe , just maybe , i 'm blessed because no doubt these negro security guards abuse their power .",575082,1387,0,1
May they all get mad cow disease .,577495,1345,1,1
I Can tell you right now if a black mob is threatening my life and burning my town I 'm going to start shooting .,573285,1346,0,1
Hopefully they will leave YT alone and just deal with the Nigerians when they start chimping out in the streets .,579088,1375,0,1
Such a shàme how we 've allowed blacks and browns to destroy every last square inch of our cities .,577193,1348,0,1
"Well , the warm weather is coming in and guess what , I now have to painstakingly endure all the offspring of these immigrants , Africans , foeigners ( Im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area , screeching and shouting and their hyena pitched laughing .",574284,1387,0,1
Well I wonder if its started messing with the daughter yet .,572196,1346,0,1
"The negro is for White genocide , and I have nothing for the negro , not even sympathy in any way .",572999,1359,4,1
I went back a cpl years ago and the black vermin were everywhere .,577167,1388,0,1
The only thing that they care about is welfare and mooching of all the rest of us .,738851,1348,0,1
I went outside and the niglet 's mom told me my daughter had hit her first .,575946,1362,0,1
One time she came in crying telling me that pavement ape `` hit me in the tummy '' .,575946,1362,0,1
Dunnes strikers to attend funeral - BelfastTelegraph.co.uk Lets hope these reds are n't mistaken for the usual white targets of these jungle savages !,572097,1383,0,1
Were Whites to leave in large numbers leaving few Whites behind in South Africa the country would start going down hill and then maybe more Whites would begin to see what losers Negros are and how they cannot even maintain what is given to them .,572226,1396,0,1
"Elevating the negro to iconic status , is bad business .",574041,1371,0,1
I was sort of hoping that they will bring back Ebola and spread it around to their own kind and the rest of the undesirables who are not wanted here .,572266,1388,0,1
"JAPs are a total hoot , each the center of the universe , loud , brash , vain , arrogant . . .",572228,1346,0,1
And now this clip suggests they were suffering by having to live among heartless and barbarian Whites .,575163,1345,0,1
another article on the mail today on their side bet you they will be allowed to stay think of the money that these people soak off the irish people madness www.faem.com,591113,1391,2,1
"I too am from cali , but moved out to utah to get away from all the filth .",590239,1381,0,1
One reason we moved out of our ( at one time 99 % white ) neighborhood was because massive numbers of Chinese moved in and i swear to you a literal rotten smell came with them .,572269,1388,0,1
"In Eternal Combat with that Satanic Spirit - The physical incarnation , creation of the Demiurge : The Jews .",576972,1347,0,1
Therefore they had to practice slavery before all other races .,573685,1363,0,1
No instead we will pump whitey full of chemicals via the food chain to reduce their collective IQ down to the level of blacks .,572460,1371,0,1
Their nonwhite societies are failing in every area and yet they are trying to force White civilization to accept their backward nonwhite culture .,573169,1388,0,1
Can i suggest some of the locals get up of their behinds and lets these traitors know that this anti-white festival is not welcome in their town 828,591099,1391,0,1
Not good news at all but this happens in all European nations and is no doubt pushed by the likes of Jews like Summer Redstone and MTV !!,574024,1391,1,1
some times Whites are forced to live around a lot of blacks .,572794,1359,0,1
50 shades of brown,579104,1388,0,1
Why dont we just put them in my spot and then drop a few bombs.I am serious they are making fools out of the Irish .,579630,1391,3,1
"So sick of the way its working , I remember when I was growing up in Winnipeg the little shops were all white runned and owned and would hire people from the community and it was great it helped people and kept streets safe even though me and others would cause some bull * * * * it wasnt anything to how it is now .",594169,1388,0,1
